,index,Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Executive Gender,Executive Ethnicity,County,Neighborhood,SIC Code 1,SIC Code 1 Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Employee Size Actual,Location Sales Volume Range,Location Sales Volume Actual,Type of Business,Location Type,Square Footage,Credit Score Alpha,Credit Score Numeric ,Rent Expenses,Latitude,Longitude,Record Type,Rent per Square Foot
83,93,A+ B Towing,William,Mc Carthy,150 Freeport St # B,Dorchester,MA,2122,Male,Western Europe,Suffolk,Columbia Point,754901,Wrecker Service,488410,Motor Vehicle Towing,1 to 4,2,"Less Than $500,000","$271,000",Private,Single Loc,1999.5,B,81,17500.0,42.305787,-71.055555,Verified,8.75
84,94,A-Z Painting & Construction,Alban D,Zapata,186 Bayswater St # 2,East Boston,MA,2128,Male,Hispanic,Suffolk,Harbor View-Orient Heights,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,B,80,5000.0,42.382344,-70.999125,Verified,2.5
85,95,A-Z Svc Ctr Inc,,,24 Shetland St,Roxbury,MA,2119,,,Suffolk,Dudley-Brunswick King,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,1999.5,B+,86,17500.0,42.325336,-71.067897,Verified,8.75
86,96,A1 Fire Escape & Iron Works,,,683 Columbia Rd,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,344602,Fire Escapes (Mfrs),332323,Ornamental & Architectural Metal Work Mfg,1 to 4,1,"Less Than $500,000","$225,000",Private,Single Loc,3749.5,C+,76,5000.0,42.319299,-71.062154,Verified,1.33
87,97,A2z Auto Svc,,,24 Shetland St,Roxbury,MA,2119,,Uncoded,Suffolk,Dudley-Brunswick King,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,1999.5,B,81,17500.0,42.325336,-71.067897,Verified,8.75
88,98,AAA Appliance Parts Co,,,37 Park St,Dorchester,MA,2122,,Uncoded,Suffolk,Fields Corner East,507505,Air Conditioning Supplies & Parts (Whls),423730,Warm Air Heating & A/C Equip & Supls Mrchnt Whlsrs,1 to 4,2,$2.5-5 Million,"$2,800,000",Private,Single Loc,3749.5,B+,86,37500.0,42.30115,-71.054659,Verified,10.0
89,100,Aahbis Hair Weaving Salon,,,1601 Blue Hill Ave # 204,Mattapan,MA,2126,,Uncoded,Suffolk,Mattapan Square,729912,Hair Weaving,812199,Other Personal Care Services,1 to 4,3,"Less Than $500,000","$161,000",Private,Single Loc,1999.5,C,70,5000.0,42.269265000000004,-71.09387199999999,Verified,2.5
90,102,Ab Carpentry,Alan,Burke,31 Alicia Rd,Dorchester,MA,2124,Male,Western Europe,Suffolk,Ashmont,175102,Carpenters,238350,Finish Carpentry Contractors,1 to 4,1,"Less Than $500,000","$215,000",Private,Single Loc,750.0,C,73,5000.0,42.280652,-71.068277,Verified,6.67
91,103,Abac Inc,,,102 Columbia Rd,Dorchester,MA,2121,,Uncoded,Suffolk,Dudley-Brunswick King,832201,Counseling Services,624110,Child & Youth Services,5 to 9,6,"Less Than $500,000","$396,000",Private,Single Loc,7499.5,C+,78,17500.0,42.305356,-71.081025,Verified,2.33
92,104,Abbalon Physical Therapy,Yolanda E,Rodrigue,99 Savin Hill Ave,Dorchester,MA,2125,Female,Hispanic,Suffolk,Columbia Point,801104,Clinics,621493,Freestanding Ambulatory Surgical & Emergency Ctrs,10 to 19,15,$2.5-5 Million,"$4,670,000",Private,Single Loc,29999.5,B,82,175000.0,42.311772999999995,-71.05429000000001,Verified,5.83
93,105,Abbey Rd Home Care Svc Inc,Brenda A,Rogers,1613 Blue Hill Ave # 301,Mattapan,MA,2126,Female,Western Europe,Suffolk,Mattapan Square,808201,Home Health Service,621610,Home Health Care Services,20 to 49,30,$1-2.5 Million,"$2,153,000",Private,Single Loc,29999.5,A,90,37500.0,42.26897,-71.094207,Verified,1.25
94,106,Abble's,,,14 Draper St,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,175203,Floor Laying Refinishing & Resurfacing,238330,Flooring Contractors,1 to 4,2,"Less Than $500,000","$429,000",Private,Single Loc,750.0,B,80,5000.0,42.301815000000005,-71.063577,Verified,6.67
95,107,Abbot Building Restoration Co,Michael,Norman,28 Allerton St,Roxbury,MA,2119,Male,Western Europe,Suffolk,Lower Roxbury,174101,Masonry Contractors,238140,Masonry Contractors,20 to 49,25,$5-10 Million,"$5,358,000",Private,Single Loc,14999.5,A+,98,75000.0,42.32927,-71.071139,Verified,5.0
96,109,Abcd,,,575 Warren St,Dorchester,MA,2121,,Uncoded,Suffolk,Washington Park,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,3749.5,I,78,17500.0,42.312142,-71.08335500000001,Verified,4.67
97,110,Abcd,Michael,Rivera,714 Parker St,Roxbury,MA,2120,Male,Hispanic,Suffolk,Mission Hill,835101,Child Care Service,624410,Child Day Care Services,10 to 19,15,"Less Than $500,000","$445,000",Private,Single Loc,7499.5,A+,97,37500.0,42.331202000000005,-71.097117,Verified,5.0
98,111,ABCD Dorchester Head Start,Marchell,Raynor,198 Geneva Ave,Dorchester,MA,2121,Female,African American,Suffolk,Bowdoin North-Mount Bowdoin,835101,Child Care Service,624410,Child Day Care Services,20 to 49,35,$1-2.5 Million,"$1,038,000",Private,Single Loc,14999.5,A+,100,37500.0,42.30559,-71.07559599999999,Verified,2.5
99,112,Abcd East Boston Head Start,,,1222 Bennington St,East Boston,MA,2128,,Uncoded,Suffolk,,835101,Child Care Service,624410,Child Day Care Services,1 to 4,4,"Less Than $500,000","$119,000",Private,Single Loc,1999.5,A,91,5000.0,42.389783,-70.997721,Verified,2.5
100,113,Abcd Housing Inc,,,2 Bismarck St,Mattapan,MA,2126,,Uncoded,Suffolk,Southern Mattapan,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,3749.5,I,86,17500.0,42.269434000000004,-71.10095799999999,Verified,4.67
101,114,Abcd Mattapan Family Svc Ctr,Carlene,Marsh,535 River St,Mattapan,MA,2126,Female,Western Europe,Suffolk,Mattapan Square,835101,Child Care Service,624410,Child Day Care Services,20 to 49,20,"$500,000-1 Million","$593,000",Private,Single Loc,29999.5,A+,98,17500.0,42.267181,-71.095495,Verified,0.58
102,115,ABCD Mattapan Headstart,Dawn,Brown,535 River St,Mattapan,MA,2126,Female,Western Europe,Suffolk,Mattapan Square,835102,Schools-Pre-School/Kindergarten-Academic,624410,Child Day Care Services,20 to 49,40,$1-2.5 Million,"$1,186,000",Private,Single Loc,29999.5,A+,97,17500.0,42.267181,-71.095495,Verified,0.58
103,116,Abcd Roxbury,,,553 Warren St,Dorchester,MA,2121,,Uncoded,Suffolk,Washington Park,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,3749.5,I,80,17500.0,42.31265,-71.08345600000001,Verified,4.67
104,117,ABCD Walnut Grove Headstart,Heather,Gould,22 Elm Hill Ave,Dorchester,MA,2121,Female,Not Available,Suffolk,Washington Park,835101,Child Care Service,624410,Child Day Care Services,20 to 49,25,"$500,000-1 Million","$741,000",Private,Single Loc,29999.5,A+,99,37500.0,42.312255,-71.084204,Verified,1.25
105,119,Abel Floor Covering,Rudel,Yadira,410 Neponset Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Neponset,571305,Carpet & Rug Dealers-New,442210,Floor Covering Stores,5 to 9,6,$1-2.5 Million,"$1,895,000",Private,Single Loc,3749.5,A,93,17500.0,42.286457,-71.043701,Verified,4.67
106,120,Abem Construction,Solomon,Bekele,83 Lexington St,East Boston,MA,2128,Male,African American,Suffolk,Eagle Hill,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,C,73,5000.0,42.377905,-71.036653,Verified,2.5
107,121,ABI Advanced Bldg Inspectors,,,,Roxbury,MA,2119,,Uncoded,Suffolk,,653122,Real Estate Inspection,531390,Other Activities Related To Real Estate,1 to 4,3,"$500,000-1 Million","$549,000",Private,Single Loc,1999.5,C+,78,5000.0,42.325124,-71.084757,Verified,2.5
108,122,Able Bodies Physical Therapy,Kelly,Holohan,413 Neponset Ave,Dorchester,MA,2122,Female,Western Europe,Suffolk,,804918,Physical Therapists,621340,"Offices-Physical, Occptnl/Speech Thrpsts/Audlgsts",1 to 4,1,"Less Than $500,000","$49,000",Private,Single Loc,3749.5,B+,86,5000.0,42.286113,-71.043707,Verified,1.33
109,123,Above Care Staffing Agency,,,925 Washington St,Dorchester,MA,2124,,Uncoded,Suffolk,Lower East Mills-Cedar Grove,874203,Personnel Consultants,541612,Human Resources Consulting Services,5 to 9,6,$1-2.5 Million,"$1,812,000",Private,Single Loc,29999.5,C+,76,37500.0,42.279016999999996,-71.069921,Verified,1.25
110,124,Absolutekarma.Net,Tim,Medas,192 Sydney St # D,Dorchester,MA,2125,Male,Hispanic,Suffolk,Columbia Point,723119,Spas-Beauty & Day,812112,Beauty Salons,5 to 9,9,"$500,000-1 Million","$509,000",Private,Single Loc,1999.5,B+,88,17500.0,42.318247,-71.052787,Verified,8.75
111,127,Abyssinia Market,Zewditu K,Mengestu,1127 Harrison Ave,Roxbury,MA,2119,Male,Uncoded,Suffolk,,539901,General Merchandise-Retail,452319,All Other General Merchandise Stores,1 to 4,2,"Less Than $500,000","$277,000",Private,Single Loc,3749.5,C,71,37500.0,42.330546999999996,-71.082227,Verified,10.0
112,128,Academy Buse Apartments,Migna,Colon,1592 Columbus Ave,Roxbury,MA,2119,Female,Hispanic,Suffolk,Washington Park,651303,Apartments,531110,Lessors Of Residential Buildings & Dwellings,1 to 4,3,$2.5-5 Million,"$2,772,000",Private,Single Loc,7499.5,B+,86,37500.0,42.321548,-71.098063,Verified,5.0
113,130,Academy Homes II,Marie,Phillip,2926 Washington St,Roxbury,MA,2119,Female,Western Europe,Suffolk,Washington Park,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,10 to 19,13,$1-2.5 Million,"$2,377,000",Private,Single Loc,14999.5,A+,100,75000.0,42.318007,-71.095087,Verified,5.0
114,131,Academy Homes Tenant Cmnty Rm,,,1596 Columbus Ave,Roxbury,MA,2119,,Uncoded,Suffolk,Washington Park,152112,Home Builders,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),1 to 4,2,$1-2.5 Million,"$1,195,000",Private,Single Loc,750.0,C+,78,5000.0,42.32116,-71.098067,Verified,6.67
115,132,Academy Homes Winn,Migna,Colon,1592 Columbus Ave,Roxbury,MA,2119,Female,Hispanic,Suffolk,Washington Park,653108,Real Estate Management,531210,Offices Of Real Estate Agents & Brokers,5 to 9,9,$1-2.5 Million,"$1,646,000",Private,Single Loc,7499.5,B+,88,37500.0,42.321548,-71.098063,Verified,5.0
116,133,Academy Market Inc,Marcelino,Andujar,1588 Columbus Ave,Roxbury,MA,2119,Male,Hispanic,Suffolk,Washington Park,541101,Food Markets,445110,Supermarkets/Other Grocery (Exc Convenience) Strs,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,1999.5,B,80,5000.0,42.321982,-71.098127,Verified,2.5
117,134,Access,,,12 Ericsson St,Dorchester,MA,2122,,Uncoded,Suffolk,Neponset,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,14999.5,B,83,37500.0,42.291779999999996,-71.040826,Verified,2.5
118,135,Accounting & Tax Practices,,,13 Bennington St,East Boston,MA,2128,,Uncoded,Suffolk,Central Maverick Square-Paris Street,872102,Accounting & Bookkeeping General Svc,541219,Other Accounting Services,5 to 9,5,$1-2.5 Million,"$1,276,000",Private,Single Loc,3749.5,A,93,37500.0,42.375046999999995,-71.03812099999999,Verified,10.0
119,136,Ace Auto Body Svc,Ken,Huckalucka,35 Tenean St # 2,Dorchester,MA,2122,Male,Uncoded,Suffolk,Neponset,753201,Automobile Body-Repairing & Painting,811121,"Automotive Body, Paint & Interior Repair/Maint",10 to 19,11,$1-2.5 Million,"$1,815,000",Private,Single Loc,7499.5,A+,96,75000.0,42.293608,-71.046885,Verified,10.0
120,137,Ace Plumbing Supply Co Inc,Robert,Morris,1180 Massachusetts Ave,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,521110,Plumbing Fixtures & Supplies-New-Retail,444190,Other Building Material Dealers,5 to 9,5,$1-2.5 Million,"$2,397,000",Private,Single Loc,3749.5,B+,88,17500.0,42.324281,-71.064382,Verified,4.67
121,138,Ace Wireless,Andy,Napoleonis,725 William T Morrissey Blvd,Dorchester,MA,2122,Male,Eastern European,Suffolk,Neponset,762931,Cellular Telephones-Service & Repair,811213,Communication Equipment Repair & Maintenance,1 to 4,1,"Less Than $500,000","$76,000",Private,Single Loc,750.0,U,68,5000.0,42.296549,-71.05006,Verified,6.67
122,139,Achievers Tutoring Svc,Joe K,Prince,19 Havre St,East Boston,MA,2128,Male,Western Europe,Suffolk,Central Maverick Square-Paris Street,829909,Tutoring,611691,Exam Preparation & Tutoring,10 to 19,11,,$0,Private,Single Loc,14999.5,B,81,75000.0,42.370042,-71.040621,Verified,5.0
123,140,Ackers Vending Svc Co,Louis,Fiorenzi Jr,411 Bowdoin St,Dorchester,MA,2122,Male,Mediterranean,Suffolk,Uphams Corner-Jones Hill,596201,Vending Machines,454210,Vending Machine Operators,10 to 19,10,$1-2.5 Million,"$1,853,000",Private,Single Loc,14999.5,B+,89,17500.0,42.310265,-71.06236700000001,Verified,1.17
124,142,Active Chiropractic Rehab,John,Dupuy,497 Washington St,Dorchester,MA,2124,Male,Western Europe,Suffolk,Codman Square-East Codman Hill,804101,Chiropractors DC,621310,Offices Of Chiropractors,1 to 4,3,"Less Than $500,000","$327,000",Private,Single Loc,750.0,A,92,17500.0,42.294259999999994,-71.072148,Verified,23.33
125,143,Acts 1 Moving Svc LLC,David A,Thomas,515 Geneva Ave,Dorchester,MA,2122,Male,Western Europe,Suffolk,,421401,Movers,484110,"General Freight Trucking, Local",5 to 9,5,"$500,000-1 Million","$895,000",Private,Single Loc,7499.5,B,81,37500.0,42.298429,-71.063362,Verified,5.0
126,144,Ad Meliora Construction,,,81 Amory St,Roxbury,MA,2119,,Uncoded,Suffolk,Egleston Square,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,C+,76,5000.0,42.320275,-71.099502,Verified,2.5
127,145,Adam's Convenience Store,Tom,Chung,295 Adams St,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Fields Corner East,541103,Convenience Stores,445120,Convenience Stores,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,1999.5,B,80,5000.0,42.299146,-71.058112,Verified,2.5
128,146,Adam's Corner,Gerard F,Adomunes,772 Adams St,Dorchester,MA,2124,Male,Uncoded,Suffolk,Neponset,581212,Caterers,722320,Caterers,10 to 19,19,$1-2.5 Million,"$1,419,000",Private,Single Loc,750.0,A,92,5000.0,42.283418,-71.05545500000001,Verified,6.67
129,147,Adamo Stone Design,Richard,Adams,296 Freeport St,Dorchester,MA,2122,Male,Western Europe,Suffolk,Fields Corner East,503202,Marble-Natural (Whls),423320,"Brick, Stone/Related Constr Material Mrchnt Whlsrs",10 to 19,15,$10-20 Million,"$18,945,000",Private,Single Loc,14999.5,A+,95,175000.0,42.302602,-71.051489,Verified,11.67
130,148,Adams Dental Care,Ly,Nguyen,253 Adams St,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Fields Corner East,802101,Dentists,621210,Offices Of Dentists,1 to 4,3,"Less Than $500,000","$473,000",Private,Single Loc,750.0,A,93,37500.0,42.300517,-71.059341,Verified,50.0
131,150,Adams Motor Transportation Inc,Leroy,Adams,631 Walk Hill St,Mattapan,MA,2126,Male,African American,Suffolk,Wellington Hill,414201,Buses-Charter & Rental,485510,Charter Bus Industry,10 to 19,15,$1-2.5 Million,"$2,098,000",Private,Single Loc,7499.5,A,94,75000.0,42.279894,-71.09698,Verified,10.0
132,152,Adams Street Motors,Carl,Godosky,326 Adams St,Dorchester,MA,2122,Male,Eastern European,Suffolk,Fields Corner East,551103,Automobile Dealers-Used Cars,441120,Used Car Dealers,1 to 4,1,"$500,000-1 Million","$553,000",Private,Single Loc,1999.5,C+,78,5000.0,42.29858,-71.05667700000001,Verified,2.5
133,153,Adams Street Public Library,Kate,Brown,690 Adams St,Dorchester,MA,2122,Female,Western Europe,Suffolk,Neponset,823106,Libraries-Public,519120,Libraries & Archives,5 to 9,6,,$0,Private,Branch,29999.5,I,93,75000.0,42.286291999999996,-71.054413,Verified,2.5
134,154,Adams Templeton Place,Donna,Smith,445 Adams St,Dorchester,MA,2122,Female,Western Europe,Suffolk,St. Marks,653108,Real Estate Management,531210,Offices Of Real Estate Agents & Brokers,1 to 4,2,"Less Than $500,000","$366,000",Private,Single Loc,3749.5,C+,77,17500.0,42.294308,-71.056942,Verified,4.67
135,155,Adams Village Chiropractic,Eugene,Emmanuel,846 Blue Hill Ave,Dorchester,MA,2124,Male,Not Available,Suffolk,Franklin Field North,804101,Chiropractors DC,621310,Offices Of Chiropractors,1 to 4,4,"Less Than $500,000","$436,000",Private,Single Loc,750.0,A,93,5000.0,42.29592,-71.087288,Verified,6.67
136,156,Adams Village Shell,George,Hallak,761 Adams St,Dorchester,MA,2122,Male,Middle Eastern,Suffolk,Ashmont,554101,Service Stations-Gasoline & Oil,447190,Other Gasoline Stations,5 to 9,5,$5-10 Million,"$6,120,000",Private,Branch,1999.5,A,90,75000.0,42.284054,-71.055871,Verified,37.51
137,158,Adcom Worldwide,John,Sprik,355 Bennington St,East Boston,MA,2128,Male,Western Europe,Suffolk,Harbor View-Orient Heights,473104,Freight-Forwarding,488510,Freight Transportation Arrangement,5 to 9,5,$1-2.5 Million,"$1,555,000",Private,Single Loc,7499.5,B+,88,75000.0,42.379546000000005,-71.0259,Verified,10.0
138,159,Admirals Club,,,200 Terminal B,East Boston,MA,2128,,Uncoded,Suffolk,Jeffries Point,864108,Clubs,813410,Civil & Social Organizations,5 to 9,5,,$0,Private,Single Loc,29999.5,I,76,37500.0,42.361864000000004,-71.018625,Verified,1.25
139,161,Adrienne's Day Academy,Adrienne,Armstrong,263 Highland St,Roxbury,MA,2119,Female,Western Europe,Suffolk,,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,3749.5,B+,87,17500.0,42.323867,-71.096233,Verified,4.67
140,164,Advanced Digital Development,,,228 Park St,Dorchester,MA,2124,,Uncoded,Suffolk,,573407,Computer & Equipment Dealers,443142,Electronic Stores,5 to 9,8,$2.5-5 Million,"$2,926,000",Private,Single Loc,14999.5,B+,86,75000.0,42.297765999999996,-71.063053,Verified,5.0
141,166,Advantage Rent-A-Car,,,100 Tomahawk Dr # A,East Boston,MA,2128,,,Suffolk,Jeffries Point,751401,Automobile Renting,532111,Passenger Car Rental,10 to 19,10,$2.5-5 Million,"$2,716,000",Private,Single Loc,69999.5,B,84,175000.0,42.367606,-71.031797,Verified,2.5
142,169,Advertising Business Concepts,,,8 Dennison St # 4,Roxbury,MA,2119,,Uncoded,Suffolk,,731999,Advertising NEC,541890,Other Services Related To Advertising,5 to 9,9,$1-2.5 Million,"$1,889,000",Private,Single Loc,7499.5,B+,85,37500.0,42.317499,-71.093319,Verified,5.0
143,170,Aer Lingus Cargo,Carlos,Franca,122 Harborside Dr # 6,East Boston,MA,2128,Male,Hispanic,Suffolk,Jeffries Point,451301,Air Courier Services,492110,Couriers & Express Delivery Services,100 to 249,200,$20-50 Million,"$35,140,000",Private,Single Loc,100000.0,A,90,375000.0,42.358514,-71.02391899999999,Verified,3.75
144,171,Aero Snow Removal,John,Hogan,18 Terminal C # A,East Boston,MA,2128,Male,Western Europe,Suffolk,Jeffries Point,734910,Snow Removal Service,238990,All Other Specialty Trade Contractors,50 to 99,70,$5-10 Million,"$9,257,000",Private,Single Loc,100000.0,A,91,375000.0,42.365987,-71.01786899999999,Verified,3.75
145,173,Aeroservicio Express Inc,Jose L,Rodriguez,35 Maverick Sq,East Boston,MA,2128,Male,Hispanic,Suffolk,Jeffries Point,864101,Fraternal Organizations,813410,Civil & Social Organizations,5 to 9,8,,$0,Private,Single Loc,3749.5,I,85,17500.0,42.369296999999996,-71.038981,Verified,4.67
146,174,Aetna Fire Alarm Svc Co Inc,Kathleen,Guine,13 Clover St # 2,Dorchester,MA,2122,Female,Uncoded,Suffolk,Neponset,173101,Electric Contractors,238210,Electrical Contr & Other Wiring Installation Contr,10 to 19,18,$2.5-5 Million,"$3,858,000",Private,Single Loc,14999.5,A,94,75000.0,42.285340999999995,-71.045247,Verified,5.0
147,175,Affairs To Remember,Evelyn,Robinson,27 Marcella St,Roxbury,MA,2119,Female,Western Europe,Suffolk,Highland Park,738944,Events-Special,711310,Promoters With Facilities,1 to 4,1,"Less Than $500,000","$144,000",Private,Single Loc,1999.5,C+,75,5000.0,42.321781,-71.094532,Verified,2.5
148,176,Affordable Cleaning Snow Remvl,,,636 Warren St,Dorchester,MA,2121,,Uncoded,Suffolk,Sav-Mor,734910,Snow Removal Service,238990,All Other Specialty Trade Contractors,1 to 4,2,"Less Than $500,000","$265,000",Private,Single Loc,1999.5,C,73,5000.0,42.310107,-71.082761,Verified,2.5
149,177,Affordable Daily Dentures,,,1504 Dorchester Ave # B,Dorchester,MA,2122,,Uncoded,Suffolk,Fields Corner East,802101,Dentists,621210,Offices Of Dentists,5 to 9,5,"$500,000-1 Million","$788,000",Private,Branch,3749.5,B+,88,17500.0,42.299377,-71.060221,Verified,4.67
150,178,Affordable Drain Flow,Julio R,Alvarez,60 Lawrence Ave,Dorchester,MA,2121,Male,Hispanic,Suffolk,Dudley-Brunswick King,769902,Plumbing Drain & Sewer Cleaning,562991,Septic Tank & Related Services,1 to 4,3,"$500,000-1 Million","$643,000",Private,Single Loc,750.0,B,80,5000.0,42.311825,-71.076312,Verified,6.67
151,179,Affordable Family Dental,,,212 Ashmont St,Dorchester,MA,2124,,Uncoded,Suffolk,,802101,Dentists,621210,Offices Of Dentists,10 to 19,12,$1-2.5 Million,"$1,891,000",Private,Single Loc,7499.5,A+,95,175000.0,42.2862,-71.063354,Verified,23.33
152,180,Affordable Med & Leisure Inc,Marie,Canton,1613 Blue Hill Ave,Mattapan,MA,2126,Female,Hispanic,Suffolk,Mattapan Square,504704,Physicians & Surgeons Equip & Supls-Whls,423450,"Medical, Dental/Hospital Equip/Supls Mrchnt Whlsrs",5 to 9,5,$5-10 Million,"$7,449,000",Private,Single Loc,14999.5,B,80,17500.0,42.26897,-71.094207,Verified,1.17
