Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Credit Score Alpha,Executive Gender,Executive Title,Fax Number Combined,IUSA Number,Location Employee Size Range,Location Sales Volume Range,Phone Number Combined,Primary SIC Code,Primary SIC Description,SIC Code 1,SIC Code 1 Description,Record Type
"Lee, Hyuna Dmd",Hyuna,Lee,653 Columbia Rd,Dorchester,MA,2125,B+,Female,,,71-853-1670,1 to 4,"$500,000-1 Million",(617) 379-3567,802101,Dentists,802101,Dentists,Closed/Out of Business
"Lee, M",M,Lee,1446 Dorchester Ave # 234,Dorchester,MA,2122,U,,,,70-279-1589,,,(617) 287-9100,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Lee, Yun-Young Dmd",Yun-Young,Lee,1290 Tremont St,Roxbury,MA,2120,B+,Male,,,71-923-1635,1 to 4,"$500,000-1 Million",(617) 989-3242,802101,Dentists,802101,Dentists,Closed/Out of Business
Living Care Retirement Comm,,,317 Blue Hill Ave,Dorchester,MA,2121,B+,,,,71-343-2004,1 to 4,$1-2.5 Million,(509) 965-5263,489903,Communications,489903,Communications,Closed/Out of Business
"Loduca, Maria",Maria,Loduca,168 Chelsea St,East Boston,MA,2128,B,Female,,6177267676,70-795-0466,1 to 4,"Less Than $500,000",(617) 724-9498,832221,Social Workers,832221,Social Workers,Closed/Out of Business
Lombardi Florist & Nurserymen,,,26 Waverly St,Roxbury,MA,2119,B,,,,71-926-1779,1 to 4,"Less Than $500,000",(617) 524-4456,599201,Florists-Retail,599201,Florists-Retail,Closed/Out of Business
Longtech,,,801 Albany St,Roxbury,MA,2119,U,,,,71-345-3693,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Loughcrew Plastering,Alfred,Chatten,27 Chelmsford St,Dorchester,MA,2122,C+,Male,Owner,,40-003-9337,1 to 4,"Less Than $500,000",(617) 282-4419,174203,Dry Wall Contractors,174203,Dry Wall Contractors,Closed/Out of Business
Luck Strike Lanes,Ron,Bonigli,289 Adams St,Dorchester,MA,2122,A,Male,Manager,,00-178-4503,5 to 9,"Less Than $500,000",(617) 436-2660,793301,Bowling Centers,793301,Bowling Centers,Closed/Out of Business
"Lui, Doris W DDS",Doris W,Lui,1428 Dorchester Ave,Dorchester,MA,2122,A,Female,,6172653803,40-325-8766,1 to 4,"$500,000-1 Million",(617) 265-5606,802101,Dentists,802101,Dentists,Closed/Out of Business
"Luu, Huu-Duc D DDS",Huu-Duc D,Luu,2181 Washington St # 101,Roxbury,MA,2119,A,,,,41-562-4265,1 to 4,"$500,000-1 Million",(617) 541-0772,802101,Dentists,802101,Dentists,Closed/Out of Business
"Lynch, Virginia M Np",Virginia M,Lynch,100 William T Morrissey Blvd,Dorchester,MA,2125,B+,Female,,,69-341-4914,1 to 4,"Less Than $500,000",(617) 287-5000,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Lyons, John DDS",John,Lyons,12 Bennington St # 2,East Boston,MA,2128,A,Male,,,71-733-7141,1 to 4,"$500,000-1 Million",(617) 561-7600,802101,Dentists,802101,Dentists,Closed/Out of Business
M A Peacard Co,,,1250 Massachusetts Ave,Dorchester,MA,2125,A+,,,6172880629,00-148-5176,20 to 49,$5-10 Million,(617) 288-7350,349498,Valves & Pipe Fittings NEC (Mfrs),349498,Valves & Pipe Fittings NEC (Mfrs),Closed/Out of Business
Maasbesa,,,543 Columbia Rd,Dorchester,MA,2125,C+,,,,71-343-8180,1 to 4,$2.5-5 Million,(617) 419-0617,673298,Education Religious & Charitable Trusts,673298,Education Religious & Charitable Trusts,Closed/Out of Business
Mac-Kenzie Udoji Insurance Inc,Victor,Udoji,771 Adams St,Dorchester,MA,2122,A,Male,,6174368080,40-193-3766,1 to 4,"Less Than $500,000",(617) 436-5050,641112,Insurance,641112,Insurance,Closed/Out of Business
"Magno, Andrea MD",Andrea,Magno,90 Cushing Ave,Dorchester,MA,2125,A,Female,,,42-764-0582,1 to 4,"$500,000-1 Million",(617) 436-8600,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Maniq,,,11 Granite Ave,Dorchester,MA,2124,B+,,,,40-351-8425,1 to 4,"Less Than $500,000",(617) 288-8889,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
"Mann, Devin M MD",Devin M,Mann,10 Gove St,East Boston,MA,2128,A,Male,,6175684585,43-641-9085,1 to 4,"$500,000-1 Million",(617) 569-5800,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Marchon Eyewear/Vsp Global,,,1276 Massachusetts Ave,Dorchester,MA,2125,B+,,,,71-345-2678,5 to 9,"$500,000-1 Million",Not Available,599502,Optical Goods-Retail,599502,Optical Goods-Retail,Closed/Out of Business
"Margiloff, Linda R MD",Linda R,Margiloff,59 Townsend St,Roxbury,MA,2119,A,Female,,,43-435-3329,1 to 4,"$500,000-1 Million",(617) 306-6994,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Marpac Automotive Inc,Mariusz,Paczuski,64 Pleasant St,Dorchester,MA,2125,C+,Male,President,,72-366-7348,1 to 4,"Less Than $500,000",(617) 282-0651,753801,Automobile Repairing & Service,753801,Automobile Repairing & Service,Closed/Out of Business
Marshalls,Shamia,Duvall,200 Terminal E,East Boston,MA,2128,A,Female,Site Manager,,70-636-8822,20 to 49,$5-10 Million,(617) 567-2320,531102,Department Stores,531102,Department Stores,Closed/Out of Business
Mary E Mahoney Dialysis Ctr,Edgar L,Milford,416 Warren St # 1,Roxbury,MA,2119,B+,Male,,6179898814,70-743-8488,1 to 4,"$500,000-1 Million",(617) 445-9989,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Mary E Mahoney Dialysis Ctr,Ashfaq S,Balla,416 Warren St # 1,Roxbury,MA,2119,B+,Male,,6179898814,70-743-8758,1 to 4,"$500,000-1 Million",(617) 445-9989,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Massachusetts Car Shipping,,,35 Norwood St,Dorchester,MA,2122,B+,,,,42-367-2813,10 to 19,$1-2.5 Million,(617) 514-1427,754910,Automobile Transporters & Drive-Away Co,754910,Automobile Transporters & Drive-Away Co,Closed/Out of Business
Massachusetts Water Res,,,1010 Harrison Ave,Roxbury,MA,2119,U,,,,71-341-4382,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Massah, Wallace K Dc",Wallace K,Massah,190 Dudley St,Roxbury,MA,2119,B+,Male,,,70-750-2756,1 to 4,"Less Than $500,000",(617) 442-8600,804101,Chiropractors DC,804101,Chiropractors DC,Closed/Out of Business
Massport,,,,East Boston,MA,2128,B+,,,,44-019-5338,50 to 99,$10-20 Million,(617) 568-3524,458118,Airport Services,458118,Airport Services,Closed/Out of Business
Massport,,,Airport Facilities I Logan Int,East Boston,MA,2128,B+,,,,44-019-5340,50 to 99,$10-20 Million,(617) 561-1958,458118,Airport Services,458118,Airport Services,Closed/Out of Business
Massport,,,T Massachusetts Port Authority,East Boston,MA,2128,B+,,,,44-019-5341,50 to 99,$10-20 Million,(617) 561-3397,458118,Airport Services,458118,Airport Services,Closed/Out of Business
Master Hair Club Barber Shop,Jean,Nixon,482 Blue Hill Ave,Dorchester,MA,2121,B,Female,Owner,,43-265-1668,1 to 4,"Less Than $500,000",(617) 516-8444,724101,Barbers,724101,Barbers,Closed/Out of Business
Master Mobiles Inc,Paola A,Plazas Angel,3102 Washington St,Roxbury,MA,2119,C,Female,Board Member,,72-610-2231,1 to 4,$2.5-5 Million,(857) 203-9435,481207,Cellular Telephones (Services),481207,Cellular Telephones (Services),Closed/Out of Business
Matam Home Decor,,,22 Hancock St,Dorchester,MA,2125,C+,,,,72-617-6235,1 to 4,"$500,000-1 Million",(617) 506-1636,571403,Interior Decorators/Designers Supls-Rtl,571403,Interior Decorators/Designers Supls-Rtl,Closed/Out of Business
Mattapan Appliance Repair Men,Mariah,Quinnix,15 Bismarck St # A2915,Mattapan,MA,2126,B,Female,Owner,,71-717-6406,10 to 19,"$500,000-1 Million",(617) 702-2018,762902,Appliances-Household-Major-Repairing,762902,Appliances-Household-Major-Repairing,Closed/Out of Business
Mattapan Community Health Ctr,Amitha K,Kadakol,1575 Blue Hill Ave,Mattapan,MA,2126,A,Female,,6172965408,36-186-9068,1 to 4,"$500,000-1 Million",(617) 296-0061,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Mattapan Community Health Ctr,Mohammad,Shahabuddin,1575 Blue Hill Ave,Mattapan,MA,2126,A,Male,,6172965408,40-264-4277,1 to 4,"$500,000-1 Million",(617) 296-0061,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Mattapan Medical Assoc,Nasir Alam,Bhatti,1537 Blue Hill Ave,Mattapan,MA,2126,A,Male,,,36-136-6404,1 to 4,"$500,000-1 Million",(617) 296-3500,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Mattapan Sq Family Dental,Srinivas,Challa,1634 Blue Hill Ave,Mattapan,MA,2126,A,Male,,,69-311-7236,1 to 4,"$500,000-1 Million",(617) 298-2000,802101,Dentists,802101,Dentists,Closed/Out of Business
Matthewwhoulihanfoundation Inc,,,1776 Colombia Rd,Mattapan,MA,2126,U,,,,70-279-0654,,,(617) 721-5000,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Mazzoca, Richard P Aty",Richard P,Mazzoca,50 Redfield St,Dorchester,MA,2122,B+,Male,,,42-731-4615,1 to 4,"$500,000-1 Million",(617) 265-3900,811103,Attorneys,811103,Attorneys,Closed/Out of Business
Mc Donald's,,,500 Terminal E,East Boston,MA,2128,A+,,,,59-395-5537,20 to 49,$1-2.5 Million,(617) 561-9669,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Mc Donald's,Jeff,Brewster,1614 Blue Hill Ave,Mattapan,MA,2126,A+,Male,Owner,,21-973-1031,20 to 49,$1-2.5 Million,(617) 298-8700,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Mc Donald's,,,2326 Washington St,Roxbury,MA,2119,A+,,,,42-570-7875,20 to 49,$2.5-5 Million,(617) 442-0300,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Mc Grath, Lucia Np",Lucia,Mc Grath,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2602,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Mc Kenna, Peri L Rn",Peri L,Mc Kenna,415 Columbia Rd,Dorchester,MA,2125,B+,Female,,,40-115-6189,1 to 4,"Less Than $500,000",(617) 740-8076,804908,Nurses & Nurses' Registries,804908,Nurses & Nurses' Registries,Closed/Out of Business
"Mclaughlin III, Raymond V Np",Raymond V,Mclaughlin Iii,10 Gove St,East Boston,MA,2128,B,Male,,,43-845-0641,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Mechanic Technician Auto,,,101 Condor St,East Boston,MA,2128,C+,,,,72-492-8696,1 to 4,"Less Than $500,000",(617) 561-0111,753801,Automobile Repairing & Service,753801,Automobile Repairing & Service,Closed/Out of Business
Melting Pot,Wan,Shin,1647 Blue Hill Ave,Mattapan,MA,2126,B,Female,Owner,,48-378-6174,1 to 4,"Less Than $500,000",(617) 298-2288,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Mendez, Zuzana DDS",Zuzana,Mendez,636 Columbia Rd,Dorchester,MA,2125,A,Female,,,40-378-2806,1 to 4,"$500,000-1 Million",(617) 825-9839,802101,Dentists,802101,Dentists,Closed/Out of Business
"Mendonca, Alexandra Np",Alexandra,Mendonca,10 Gove St,East Boston,MA,2128,B,Female,,,43-578-1995,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Meredith Consulting Inc,Frances,Meredith,36 Ashland St,Dorchester,MA,2122,B,Female,Principal,,40-770-3655,1 to 4,"$500,000-1 Million",(617) 265-2768,738999,Business Services NEC,738999,Business Services NEC,Closed/Out of Business
Meridian Family Dental,Ahmad M,Alnatour,55 Meridian St,East Boston,MA,2128,A,Male,,,40-266-1873,1 to 4,"$500,000-1 Million",(617) 567-1300,802101,Dentists,802101,Dentists,Closed/Out of Business
Meridian Family Dental,Yogesh,Goel,55 Meridian St,East Boston,MA,2128,A,Male,,,40-434-0779,1 to 4,"$500,000-1 Million",(617) 567-1300,802101,Dentists,802101,Dentists,Closed/Out of Business
Meridian Interstate Bancorp,,,101 Meridian St,East Boston,MA,2128,B+,,,,71-348-8406,10 to 19,$5-10 Million,(857) 524-1142,603698,Savings Institutions-Except Federal,603698,Savings Institutions-Except Federal,Closed/Out of Business
"Merin, Sarah L",Sarah L,Merin,500 Columbia Rd # 415-05,Dorchester,MA,2125,B,Female,,6172827603,70-795-3761,5 to 9,"$500,000-1 Million",(617) 740-8152,832245,Social Workers-Clinical,832245,Social Workers-Clinical,Closed/Out of Business
Metro Boston Alive,Gregory L,Davis,116 Roxbury St,Roxbury,MA,2119,B+,Male,President,6174274336,36-021-0728,5 to 9,,(617) 427-4200,829972,Education Centers,829972,Education Centers,Closed/Out of Business
Metro Pcs,Hikmat,Ali,421 Bowdoin St,Dorchester,MA,2122,C,Male,Manager,,72-384-3803,1 to 4,$2.5-5 Million,(617) 514-4313,481207,Cellular Telephones (Services),481207,Cellular Telephones (Services),Closed/Out of Business
Metropolitan Dental Ctr,Xuan,Duong,1417 Dorchester Ave,Dorchester,MA,2122,A,Female,,,71-739-2831,1 to 4,"$500,000-1 Million",(617) 929-0600,802101,Dentists,802101,Dentists,Closed/Out of Business
Mfs Limited,,,110 School St,Roxbury,MA,2119,U,,,,71-344-2975,,,(617) 954-6154,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Mi Casa TU Casa Restaurant,Evelin,Lopez-Reyes,299 Hancock St,Dorchester,MA,2125,A,Female,Owner,,43-443-0713,5 to 9,"$500,000-1 Million",(617) 514-3729,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Michael Kors,,,1 Harborside Dr,East Boston,MA,2128,U,,,,74-149-6291,1 to 4,"$500,000-1 Million",(310) 360-0980,562101,Women's Apparel-Retail,562101,Women's Apparel-Retail,Closed/Out of Business
Midland Construction,,,2 King St,Dorchester,MA,2122,B,,,,71-341-5955,5 to 9,$2.5-5 Million,Not Available,152144,Construction Companies,152144,Construction Companies,Closed/Out of Business
Mills Linnell,,,136 Tonawanda St,Dorchester,MA,2124,B,,,,41-592-5620,1 to 4,$1-2.5 Million,(617) 282-2167,599931,Factory Outlets,599931,Factory Outlets,Closed/Out of Business
Millys Cafe,,,432 Geneva Ave,Dorchester,MA,2122,A,,,,69-617-7104,5 to 9,"$500,000-1 Million",(617) 379-3015,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Minot Asbestos Removal,Bill,Fellins,14 Minot St,Dorchester,MA,2122,B+,Male,Owner,,85-365-3061,1 to 4,"$500,000-1 Million",(617) 282-7440,179926,Asbestos Removal Service,179926,Asbestos Removal Service,Closed/Out of Business
Mj Electrician Svc,,,35 Juliette St,Dorchester,MA,2122,B+,,,,41-342-5113,1 to 4,"$500,000-1 Million",(339) 499-1855,173101,Electric Contractors,173101,Electric Contractors,Closed/Out of Business
Mlp,,,10 Gove St,East Boston,MA,2128,U,,,,71-347-0741,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Molrine, Deborah C MD",Deborah C,Molrine,460 Walk Hill St,Mattapan,MA,2126,A,Female,,,41-560-7827,1 to 4,"$500,000-1 Million",(617) 474-3000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Monro Muffler Brake & Svc,Ron,Harris,1271 Dorchester Ave,Dorchester,MA,2122,B+,Male,Site Manager,,10-730-1152,1 to 4,"Less Than $500,000",(617) 436-3151,753801,Automobile Repairing & Service,753801,Automobile Repairing & Service,Closed/Out of Business
Monteiro Cleaning,Orisa,Monteiro,394 Bowdoin St,Dorchester,MA,2122,B,Male,Principal,,40-770-2324,5 to 9,"$500,000-1 Million",(617) 533-8217,734902,Janitor Service,734902,Janitor Service,Closed/Out of Business
"Montoya, Jessica",Jessica,Montoya,1100 Washington St # 206,Dorchester,MA,2124,B,Female,,,72-086-2905,1 to 4,"Less Than $500,000",(617) 325-2993,832282,Counselors,832282,Counselors,Closed/Out of Business
"Moran, Bridget",Bridget,Moran,1353 Dorchester Ave # 4c,Dorchester,MA,2122,B,Female,,6177402413,70-794-4718,1 to 4,"Less Than $500,000",(617) 740-2415,804918,Physical Therapists,804918,Physical Therapists,Closed/Out of Business
"Morrissey, Christine Np",Christine,Morrissey,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2598,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Mosley, Leslie Np",Leslie,Mosley,500 Columbia Rd,Dorchester,MA,2125,B+,Female,,,63-615-2928,1 to 4,"Less Than $500,000",(617) 287-8000,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Movers Project,,,315 Geneva Ave,Dorchester,MA,2122,U,,,,40-926-8771,,,(781) 354-9759,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Mr Bucks Moving,Lowell,Smith,35 Dale St,Roxbury,MA,2119,C,Male,Owner,,71-543-0597,1 to 4,"Less Than $500,000",(617) 652-7753,421401,Movers,421401,Movers,Closed/Out of Business
Mrt Autobody & Repair,,,270 Talbot Ave,Dorchester,MA,2124,B+,,,,40-923-9170,1 to 4,"$500,000-1 Million",(617) 288-1506,753201,Automobile Body-Repairing & Painting,753201,Automobile Body-Repairing & Painting,Closed/Out of Business
Msp Bos Jttf,,,1 Harborside Dr,East Boston,MA,2128,U,,,,71-345-5694,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Murphy, Barbara Ann Np",Barbara Ann,Murphy,10 Gove St,East Boston,MA,2128,B+,Female,,,64-510-9083,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Nace, Robert N MD",Robert N,Nace,59 Townsend St,Roxbury,MA,2119,A,Male,,6175411668,36-214-5468,1 to 4,"$500,000-1 Million",(617) 442-8760,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Naoum-Hefferna, Christine Np",Christine,Naoum-Hefferna,10 Gove St,East Boston,MA,2128,B+,Female,,,63-615-4700,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
National Wholesale Liquidators,Samba,Saidysall,725 William T Morrissey Blvd,Dorchester,MA,2122,A,Male,Manager,,26-557-0051,50 to 99,$10-20 Million,(617) 929-3790,531102,Department Stores,531102,Department Stores,Closed/Out of Business
Nceh Cdc,,,143 Border St,East Boston,MA,2128,U,,,,71-340-7873,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Ncp Management Co,,,9 Dewar St,Dorchester,MA,2125,B,,,,72-131-9668,10 to 19,$10-20 Million,(617) 506-8913,506308,Fire Alarm Systems (Whls),506308,Fire Alarm Systems (Whls),Closed/Out of Business
"Neary, Susan E Np",Susan E,Neary,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,63-615-4593,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Necis,,,100 Malcolm X Blvd,Roxbury,MA,2120,U,,,,71-344-8655,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Nelson, Margaret R Np",Margaret R,Nelson,230 Bowdoin St,Dorchester,MA,2122,B+,Female,,,63-615-4429,1 to 4,"Less Than $500,000",(617) 754-0100,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Nene Autobody & Repair,,,4 Milton Ave,Dorchester,MA,2124,B,,,,72-125-0135,1 to 4,"$500,000-1 Million",(617) 533-7694,753201,Automobile Body-Repairing & Painting,753201,Automobile Body-Repairing & Painting,Closed/Out of Business
Neponset Courier Svc,Yvonne,Francis,39 Train St,Dorchester,MA,2122,C+,Female,Owner,,94-952-4227,1 to 4,"Less Than $500,000",(617) 825-0785,421205,Delivery Service,421205,Delivery Service,Closed/Out of Business
Neponset Dental,Gary M,Stiller,97 Neponset Ave,Dorchester,MA,2122,A,Male,,,41-681-4744,1 to 4,"$500,000-1 Million",(617) 265-6556,802101,Dentists,802101,Dentists,Closed/Out of Business
Neponset Health Ctr,Julia T,Mcmanus,398 Neponset Ave,Dorchester,MA,2122,A,Female,,6172821582,42-715-2567,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Neponset Physical Therapy,,,174 Neponset Ave,Dorchester,MA,2122,A,,,,66-340-8813,1 to 4,"Less Than $500,000",(617) 282-2659,804918,Physical Therapists,804918,Physical Therapists,Closed/Out of Business
Neponset WIC Program,Loreto,O'Connor,4 Minot St,Dorchester,MA,2122,I,Male,Director,,35-412-2186,1 to 4,,(617) 265-4380,944102,State Government-Social/Human Resources,944102,State Government-Social/Human Resources,Closed/Out of Business
Nevarez Clothing,Henry,Nevarvez,729 Dudley St,Dorchester,MA,2125,B,Male,Owner,,43-515-3571,1 to 4,"Less Than $500,000",(617) 297-5517,354305,Patterns-Clothing Dress & Etc (Mfrs),354305,Patterns-Clothing Dress & Etc (Mfrs),Closed/Out of Business
Neville's Bakery & Restaurant,Winnifred,Walker,422 Geneva Ave,Dorchester,MA,2122,B,Female,Owner,,39-255-5207,1 to 4,"Less Than $500,000",(617) 506-1014,581208,Restaurants,581208,Restaurants,Closed/Out of Business
New Beginnings Re-Entry Svc,Peter,Houle,18 Rector Rd # 1,Mattapan,MA,2126,B+,Male,Owner,,42-729-1645,5 to 9,$1-2.5 Million,(508) 885-5300,871142,Vibration Measurement Service,871142,Vibration Measurement Service,Closed/Out of Business
New England Firearms Training,Cheryl,O'Leary,1483 Dorchester Ave,Dorchester,MA,2122,A,Female,Owner,6174367673,10-729-6774,5 to 9,"$500,000-1 Million",(617) 436-8846,594129,Guns & Gunsmiths,594129,Guns & Gunsmiths,Closed/Out of Business
New England Job Corps,,,1532b Dorchester Ave,Dorchester,MA,2122,U,,,,72-418-7962,,,(708) 613-7743,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
New Fellowship Baptist Church,Stanley,Deas,616 Blue Hill Ave,Dorchester,MA,2121,I,Male,Religious Dir,,62-873-0087,1 to 4,,(617) 436-9197,866107,Churches,866107,Churches,Closed/Out of Business
New Fellowship Baptist Church,,,618 Blue Hill Ave,Dorchester,MA,2121,I,,,,40-193-2985,1 to 4,,(617) 825-1500,866107,Churches,866107,Churches,Closed/Out of Business
New Style,,,323 Washington St,Dorchester,MA,2121,C+,,,,72-411-9393,1 to 4,"Less Than $500,000",(617) 326-6434,724101,Barbers,724101,Barbers,Closed/Out of Business
New York Life Insurance Co,,,59 Beechwood St,Dorchester,MA,2121,B+,,,,71-346-6024,1 to 4,"Less Than $500,000",(212) 576-7000,641112,Insurance,641112,Insurance,Closed/Out of Business
Nex Graphix & Printing,,,36 Warren St,Roxbury,MA,2119,B,,,,71-480-7054,1 to 4,"$500,000-1 Million",(617) 606-3536,733603,Graphic Designers,733603,Graphic Designers,Closed/Out of Business
Next Gen Bicycle Co,,,121 Boston St,Dorchester,MA,2125,B+,,,,43-358-5450,5 to 9,"$500,000-1 Million",(617) 506-1562,594141,Bicycles-Dealers,594141,Bicycles-Dealers,Closed/Out of Business
"Nichols, Louis",Louis,Nichols,88 Freeport St,Dorchester,MA,2122,B+,Male,,,41-728-5407,5 to 9,$50-100 Million,(617) 825-6310,517206,Oils-Fuel (Whls),517206,Oils-Fuel (Whls),Closed/Out of Business
North American Airlines Inc,Steve,Brewer,18 A Logan Airport,East Boston,MA,2128,B+,Male,Manager,,41-784-4254,20 to 49,$10-20 Million,(617) 567-8116,451201,Airline Companies,451201,Airline Companies,Closed/Out of Business
North Quincy Plate Glass Div,Kathy,Suzanne,1377 Dorchester Ave,Dorchester,MA,2122,B+,Female,Manager,,62-875-2537,5 to 9,$1-2.5 Million,(617) 265-8886,523110,Glass-Auto Plate & Window & Etc,523110,Glass-Auto Plate & Window & Etc,Closed/Out of Business
North Suffolk Mental Health,Carolyn A,Cormo,14 Porter St,East Boston,MA,2128,B+,Female,,6175697890,40-094-5370,1 to 4,"Less Than $500,000",(617) 569-3189,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
North Suffolk Mental Health,John J,Janko,14 Porter St,East Boston,MA,2128,B+,Male,,6175697890,40-094-5371,1 to 4,"Less Than $500,000",(617) 569-3189,804922,Psychologists,804922,Psychologists,Closed/Out of Business
North Suffolk Mental Health,Valerie S,Johnston,14 Porter St,East Boston,MA,2128,B+,Female,,6175697890,40-268-2146,1 to 4,"Less Than $500,000",(617) 569-3189,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Nsm Inc,,,761 Adams St,Dorchester,MA,2122,U,,,,71-341-6255,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Ntirety Inc,,,50 Redfield St,Dorchester,MA,2122,U,,,,71-348-4631,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"O'Leary, Timothy J",Timothy J,O'Leary,,Dorchester,MA,2122,B+,Male,,,40-193-2741,10 to 19,$1-2.5 Million,(617) 825-1648,177102,Balancing Service-Industrial,177102,Balancing Service-Industrial,Closed/Out of Business
Occasions To Celebrate,Kathleen,Fagen,2a Lorenzo St,Dorchester,MA,2122,I,Female,Owner,,40-773-1871,5 to 9,,(617) 678-2395,864101,Fraternal Organizations,864101,Fraternal Organizations,Closed/Out of Business
Occupational Health & Rehab,,,1 Harborside Dr,East Boston,MA,2128,A+,,,,53-216-5198,10 to 19,$2.5-5 Million,(617) 561-0060,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
OKCOMPUTERSERVICES.COM,,,48 Saxton St,Dorchester,MA,2125,B,,,,26-643-3879,1 to 4,"Less Than $500,000",(617) 282-9556,737801,Computers-Service & Repair,737801,Computers-Service & Repair,Closed/Out of Business
Olde Bostonian Realty Inc,,,PO Box 190443,Roxbury,MA,2119,A,,,,71-345-2272,5 to 9,"$500,000-1 Million",Not Available,653118,Real Estate,653118,Real Estate,Closed/Out of Business
"Osgood, Rebecca M Np",Rebecca M,Osgood,10 Gove St,East Boston,MA,2128,B+,Female,,,40-161-5316,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Osullivan, Mary T Np",Mary T,Osullivan,230 Bowdoin St,Dorchester,MA,2122,B+,Female,,,40-104-5154,1 to 4,"Less Than $500,000",(617) 754-0100,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Other Guys Moving LLC,Julius J,Hobert,45 Gladstone St # 1,East Boston,MA,2128,B,Male,Manager,,70-659-2668,5 to 9,$1-2.5 Million,(617) 318-8553,421401,Movers,421401,Movers,Closed/Out of Business
P J's Family Child Care,Pearline,James,28 Malta St,Mattapan,MA,2126,B,Female,Owner,,97-070-1637,1 to 4,"Less Than $500,000",(617) 296-5461,835101,Child Care Service,835101,Child Care Service,Closed/Out of Business
